userId,UTag,TUTag,TagU,MonthU
100482,0.0004093,0.015,0.0002846,0.09322
116866,0.0002558,0.0362,0.0004140,0.09322
51333,0.0001023,0.0278,0.00005175,0.07195
67718,0.001177,0.022,0.003002,0.08340
133255,0.00005116,0.0359,0.0001553,0.07249
116869,0.00005116,0.0242,0.00002588,0.1026
34954,0.0003581,0.0209,0.0001294,0.09322
2188,0.002047,0.0125,0.003079,0.09322
84110,0.00005116,0.0367,0.00002588,0.1026
2193,0.001126,0.0269,0.001682,0.1026
133267,0.00005116,0.0214,0.00002588,0.1026
2197,0.0001023,0.0204,0.0001035,0.1026
133269,0.0001023,0.0177,0.00005175,0.09017
133273,0.00005116,0.0162,0.00007763,0.07063
34970,0.00005116,0.0236,0.00002588,0.08426
116896,0.00005116,0.0431,0.00002588,0.08426
67747,0.00005116,0.0432,0.00007763,0.09322
51367,0.003479,0.0242,0.004347,0.07249
2217,0.0001535,0.0187,0.0001035,0.09017
133292,0.00005116,0.0084,0.0001294,0.09017
100528,0.002302,0.0126,0.0005693,0.07063
100529,0.00005116,0.0013,0.00007763,0.09322
116912,0.00005116,0.0004,0.00002588,0.1026
34995,0.0004605,0.0451,0.0002588,0.07249
2228,0.0003581,0.0286,0.0001294,0.09322
84151,0.001893,0.0122,0.002407,0.09322
2232,0.0001023,0.0477,0.00005175,0.07063
18617,0.00005116,0.0354,0.00002588,0.08426
67771,0.0001535,0.0534,0.0001811,0.09322
100540,0.00005116,0.0001,0.00002588,0.07195
100541,0.001893,0.027,0.001993,0.07063
100546,0.0005116,0.0106,0.0002588,0.09322
18627,0.0001023,0.0069,0.00007763,0.08426
84164,0.00005116,0.0003,0.00002588,0.09322
18630,0.00005116,0.0001,0.00002588,0.07063
2248,0.001433,0.0275,0.0006728,0.09322
18634,0.00005116,0.0001,0.00002588,0.09322
133324,0.004912,0.0085,0.0001035,0.09322
100560,0.0004093,0.012,0.0006211,0.07063
133329,0.004554,0.0086,0.0006728,0.07565
100562,0.00005116,0.0368,0.00002588,0.08876
18642,0.002149,0.0204,0.002148,0.09322
100564,0.00005116,0.0014,0.00002588,0.05858
133333,0.0001535,0.0399,0.0002588,0.07063
100566,0.0008698,0.0234,0.0008281,0.07063
51411,0.00005116,0.0001,0.00002588,0.1026
51415,0.0001023,0.001,0.00005175,0.05858
67802,0.00005116,0.0103,0.00007763,0.09017
35035,0.0004605,0.0488,0.0009316,0.1083
2269,0.0003070,0.0137,0.0003105,0.1026
2270,0.001842,0.0327,0.002277,0.05858
133343,0.00005116,0.0909,0.00002588,0.09017
2274,0.005321,0.018,0.005227,0.08426
2276,0.0001535,0.0256,0.00007763,0.08426
51429,0.0001023,0.1037,0.00002588,0.07195
35050,0.006191,0.0107,0.006728,0.09322
35054,0.00005116,0.0103,0.00002588,0.09322
18674,0.0001023,0.0525,0.00005175,0.09322
100595,0.00005116,0.0777,0.00002588,0.08876
67828,0.0004093,0.008,0.00005175,0.05858
100596,0.0002558,0.0052,0.00007763,0.08340
18675,0.0003070,0.0401,0.0001035,0.1083
2295,0.00005116,0.0067,0.00007763,0.1026
100601,0.0002047,0.0144,0.0001035,0.07195
2298,0.0001023,0.05,0.00005175,0.05858
2299,0.005475,0.0206,0.009083,0.09322
133370,0.0001023,0.027,0.00005175,0.08340
35074,0.00005116,0.0113,0.00005175,0.07195
51460,0.00005116,0.0644,0.00002588,0.08426
100614,0.00005116,0.0005,0.00002588,0.08340
51464,0.00005116,0.0327,0.00002588,0.1026
67850,0.00005116,0.0001,0.00002588,0.07063
18698,0.00005116,0.0012,0.00002588,0.08426
2316,0.00005116,0.0001,0.00002588,0.07063
51466,0.005014,0.0169,0.001423,0.07249
117005,0.0008698,0.0003,0.00002588,0.1026
100623,0.0002047,0.0083,0.0001294,0.09322
100624,0.0004093,0.0367,0.0003623,0.1026
117007,0.0001023,0.0309,0.0001035,0.09322
18706,0.0005116,0.0287,0.0006469,0.09322
35091,0.0001023,0.0032,0.00007763,0.09322
117011,0.0001535,0.02,0.00007763,0.1083
133397,0.0001023,0.009,0.0001553,0.08876
18709,0.0005116,0.0427,0.001268,0.08340
18711,0.0001023,0.0283,0.0003105,0.05858
51481,0.00005116,0.0173,0.00002588,0.08340
100635,0.00005116,0.0256,0.00002588,0.08876
100637,0.0004093,0.0277,0.0006211,0.08876
2335,0.00005116,0.0006,0.00002588,0.07249
67871,0.0003581,0.0002,0.0001811,0.07565
51491,0.00005116,0.0728,0.00002588,0.09322
51492,0.002763,0.0229,0.002872,0.07063
117032,0.0002558,0.0001,0.00007763,0.07565
67886,0.00005116,0.0049,0.00005175,0.09017
84271,0.0001023,0.037,0.00007763,0.08340
2352,0.0001023,0.0174,0.00005175,0.08426
133426,0.0004605,0.0447,0.0004140,0.07195
51507,0.0001023,0.0294,0.00005175,0.1026
133428,0.00005116,0.0833,0.00002588,0.05858
67898,0.00005116,0.0146,0.0001294,0.09322
18750,0.00005116,0.0095,0.00002588,0.09322
2367,0.0004093,0.0108,0.00002588,0.09017
35135,0.00005116,0.0328,0.00002588,0.09322
35137,0.00005116,0.0534,0.00002588,0.07063
117054,0.00005116,0.0174,0.00002588,0.07565
84288,0.006037,0.0151,0.008591,0.09322
18756,0.00005116,0.0003,0.00002588,0.07565
117061,0.001381,0.0371,0.001113,0.07195
18758,0.0009721,0.0157,0.002355,0.09322
84297,0.007675,0.0141,0.0002588,0.09017
18762,0.0002047,0.0146,0.0001035,0.07249
67916,0.00005116,0.0201,0.00005175,0.05858
100685,0.0001535,0.0132,0.00007763,0.1026
18765,0.002558,0.0007,0.0001294,0.08426
67921,0.0001023,0.0012,0.00005175,0.08426
100689,0.00005116,0.0158,0.00002588,0.05858
67923,0.00005116,0.0541,0.00002588,0.08876
117074,0.0004093,0.0306,0.0004140,0.08340
51539,0.005475,0.0211,0.007530,0.09322
18773,0.0009210,0.0264,0.001294,0.08340
51543,0.0001023,0.0261,0.0001553,0.08876
100699,0.00005116,0.0162,0.00005175,0.08340
51549,0.002814,0.0002,0.0001294,0.09017
67935,0.0001023,0.0104,0.00005175,0.09322
35168,0.0001535,0.0206,0.00007763,0.09017
133471,0.0008698,0.0267,0.001786,0.09322
35170,0.01177,0.0188,0.003468,0.09322
18786,0.00005116,0.0018,0.00002588,0.1083
84323,0.00005116,0.0313,0.0001035,0.07565
51559,0.00005116,0.0328,0.00005175,0.08426
67945,0.0001023,0.0001,0.00005175,0.09017
35180,0.00005116,0.0005,0.00002588,0.07063
133485,0.0001023,0.0267,0.00005175,0.07565
117100,0.00005116,0.0185,0.00002588,0.08876
35183,0.00005116,0.0833,0.00002588,0.07565
100722,0.0002047,0.0086,0.0001035,0.09322
84338,0.0009210,0.0276,0.0008281,0.09322
117107,0.0002558,0.021,0.0002846,0.09322
2423,0.0002558,0.0287,0.0002329,0.09017
100728,0.0001023,0.0478,0.0003364,0.07195
18807,0.003070,0.0454,0.0006211,0.09322
18808,0.00005116,0.0173,0.00002588,0.07249
117111,0.0005628,0.0232,0.00007763,0.09322
67967,0.0001023,0.0212,0.0001811,0.1026
100738,0.001381,0.0111,0.0004399,0.09322
18819,0.00005116,0.0159,0.0001294,0.1026
51587,0.0002047,0.0194,0.0001553,0.1026
133511,0.009261,0.013,0.007841,0.09322
35208,0.001279,0.0185,0.002976,0.05858
18823,0.0001023,0.0003,0.00005175,0.07249
18826,0.00005116,0.0417,0.00002588,0.07063
35211,0.0001535,0.0416,0.0002070,0.09322
18827,0.00005116,0.0327,0.00002588,0.1026
84365,0.00005116,0.0178,0.00007763,0.09322
100750,0.0005116,0.008,0.0002846,0.1083
117133,0.00005116,0.0134,0.00005175,0.07063
117143,0.00005116,0.0046,0.00002588,0.1026
117144,0.001381,0.0072,0.0009316,0.09322
18842,0.0001023,0.0042,0.00007763,0.1083
35227,0.04712,0.0032,0.001113,0.09322
67996,0.0003070,0.0089,0.0002070,0.09017
67997,0.0007675,0.007,0.0005693,0.05858
117151,0.003428,0.0107,0.0007504,0.09322
2465,0.00005116,0.0455,0.00002588,0.09322
2467,0.00005116,0.0001,0.00002588,0.05858
84387,0.00005116,0.0013,0.00005175,0.09322
68005,0.00005116,0.0013,0.00002588,0.08426
2470,0.0001023,0.0145,0.00005175,0.09017
84390,0.00005116,0.0909,0.00002588,0.07249
51625,0.00005116,0.0014,0.00002588,0.1083
2474,0.0001535,0.0322,0.0001294,0.07565
18858,0.004963,0.0452,0.001035,0.08426
35245,0.0003581,0.0247,0.0003364,0.09017
35246,0.00005116,0.0232,0.00002588,0.05858
35247,0.00005116,0.0003,0.00002588,0.07063
18862,0.00005116,0.0037,0.00002588,0.07063
51634,0.00005116,0.0011,0.00007763,0.07063
2483,0.0001023,0.0275,0.00005175,0.09322
68019,0.0002047,0.0204,0.0001035,0.08876
84404,0.003581,0.0201,0.0009575,0.07195
68022,0.0001023,0.0181,0.0002070,0.1083
117173,0.0001023,0.0135,0.00007763,0.08876
18871,0.0001023,0.012,0.00005175,0.1083
51639,0.0001023,0.003,0.00005175,0.07063
68026,0.01023,0.0022,0.001863,0.09322
35259,0.001484,0.0256,0.002432,0.05858
2492,0.0009210,0.0236,0.0009833,0.07063
117175,0.0001535,0.011,0.0001294,0.07195
18877,0.0001023,0.0019,0.00005175,0.09322
84414,0.00005116,0.007,0.00002588,0.09322
117182,0.0004605,0.0253,0.001035,0.07063
100801,0.00005116,0.0032,0.00002588,0.1026
51650,0.00005116,0.0331,0.00007763,0.09322
68035,0.00005116,0.0079,0.00007763,0.1026
84420,0.001023,0.0066,0.00007763,0.1026
68037,0.00005116,0.0009,0.00002588,0.1026
2503,0.00005116,0.0338,0.00002588,0.08876
84428,0.001637,0.0306,0.001061,0.09017
84430,0.001740,0.0419,0.001346,0.09322
35282,0.00005116,0.0018,0.00002588,0.08340
2515,0.0003581,0.0164,0.0003364,0.08426
117203,0.0002558,0.0139,0.0004399,0.1026
18900,0.002098,0.0161,0.001579,0.09322
133590,0.00005116,0.0068,0.00002588,0.07249
100823,0.00005116,0.0477,0.0002588,0.07063
84441,0.01801,0.0147,0.01025,0.09322
18906,0.0001535,0.0336,0.0002070,0.1026
51677,0.0002047,0.047,0.0002846,0.07195
2526,0.00005116,0.0009,0.00002588,0.07565
68063,0.00005116,0.0005,0.00002588,0.05858
68064,0.00005116,0.0285,0.00005175,0.1026
18910,0.0001023,0.0195,0.00005175,0.09017
117214,0.0001535,0.0149,0.0004399,0.09322
68068,0.0006140,0.0096,0.0004399,0.05858
117226,0.00005116,0.0023,0.00002588,0.07063
100845,0.00005116,0.0028,0.00007763,0.1026
117232,0.0009721,0.0307,0.002251,0.08426
100849,0.00005116,0.0101,0.00002588,0.1083
18929,0.0004093,0.0192,0.0002846,0.09322
84465,0.0001023,0.0007,0.00005175,0.08426
35319,0.0001535,0.0005,0.00002588,0.08426
133624,0.0001023,0.037,0.00005175,0.08426
51703,0.0002047,0.0071,0.0003105,0.09322
84476,0.00005116,0.0265,0.00007763,0.09322
2559,0.00005116,0.0001,0.00002588,0.1083
35327,0.0006651,0.02,0.0002588,0.1026
35328,0.00005116,0.0001,0.00002588,0.07565
133634,0.0002558,0.0061,0.0002846,0.09017
18947,0.00005116,0.0006,0.00002588,0.05858
68102,0.0004093,0.0266,0.0003105,0.07063
117258,0.00005116,0.0131,0.00002588,0.07063
117259,0.0005628,0.0057,0.0009833,0.09322
133644,0.00005116,0.0438,0.00002588,0.1026
68109,0.00005116,0.0001,0.00002588,0.1026
84492,0.001791,0.008,0.001475,0.09017
117265,0.0001023,0.0003,0.00005175,0.09322
68114,0.0004093,0.0215,0.0003882,0.07249
117266,0.00005116,0.0001,0.00002588,0.07565
117269,0.0009210,0.0353,0.0006728,0.09322
117270,0.01264,0.0104,0.005408,0.09322
100889,0.00005116,0.0035,0.0001811,0.09017
100890,0.0002047,0.0655,0.0001035,0.07063
35356,0.00005116,0.0149,0.00005175,0.05858
133661,0.0001023,0.0287,0.0001811,0.08340
35360,0.0007163,0.0339,0.001216,0.1026
51745,0.00005116,0.0023,0.00002588,0.07063
84515,0.0006651,0.0037,0.0002846,0.09322
84521,0.00005116,0.018,0.00002588,0.1026
68142,0.0001023,0.0263,0.00005175,0.09017
2607,0.00005116,0.0008,0.00002588,0.08876
68146,0.00005116,0.003,0.00007763,0.09322
2611,0.002354,0.0197,0.001656,0.1083
68149,0.0001535,0.0044,0.0001553,0.08426
18998,0.002763,0.0279,0.0005693,0.07249
100922,0.00005116,0.0184,0.0001294,0.1083
117307,0.00005116,0.0438,0.00002588,0.08340
19006,0.0006651,0.016,0.0006469,0.07249
100927,0.00005116,0.0091,0.00002588,0.09322
51774,0.0001023,0.052,0.0001294,0.08876
84542,0.0002047,0.0302,0.0002329,0.1083
133699,0.01039,0.0074,0.01491,0.09322
133701,0.0005116,0.0214,0.0006469,0.09322
84549,0.0001023,0.0018,0.0001294,0.1026
68167,0.006037,0.0227,0.001993,0.1026
133703,0.0001023,0.0009,0.00005175,0.07195
100937,0.0001023,0.0088,0.00005175,0.07565
84551,0.001842,0.0305,0.001604,0.09322
68172,0.0009721,0.0211,0.0009575,0.08426
100940,0.00005116,0.023,0.00007763,0.09322
84558,0.0005116,0.0121,0.0004658,0.09322
68175,0.00005116,0.0001,0.00002588,0.05858
133713,0.0001023,0.0267,0.00005175,0.08426
68180,0.0005628,0.0032,0.001320,0.07249
35415,0.00005116,0.0259,0.00002588,0.08340
2650,0.0001023,0.0395,0.0001553,0.1026
84572,0.00005116,0.0194,0.0003364,0.07249
19039,0.0002558,0.0289,0.0002588,0.09322
2661,0.00005116,0.0031,0.00002588,0.05858
117355,0.007675,0.0191,0.006961,0.09322
2669,0.0007675,0.0021,0.0004140,0.09322
68205,0.001433,0.0277,0.002407,0.09322
35439,0.0003070,0.0183,0.0002070,0.09017
133748,0.00005116,0.0047,0.00005175,0.08340
84598,0.00005116,0.0537,0.00002588,0.09017
51832,0.0004093,0.0087,0.0002588,0.09322
68217,0.00005116,0.0203,0.00005175,0.07195
2683,0.00005116,0.0003,0.00002588,0.07195
100991,0.0001023,0.0003,0.00005175,0.08340
51839,0.00005116,0.0012,0.00007763,0.1026
84607,0.00005116,0.0027,0.00002588,0.07063
68226,0.0002047,0.0189,0.0001294,0.07063
51842,0.0001023,0.0512,0.0001035,0.1026
51843,0.0006651,0.0244,0.0004658,0.08426
68233,0.00005116,0.0082,0.00007763,0.1026
35466,0.0002047,0.0203,0.0003623,0.08426
68234,0.00005116,0.0003,0.00002588,0.1083
101004,0.0001535,0.0115,0.00007763,0.09017
2702,0.003326,0.0269,0.004529,0.05858
35475,0.00005116,0.0076,0.00002588,0.07063
35476,0.00005116,0.024,0.00007763,0.07249
117395,0.0003070,0.0259,0.0003882,0.09017
35478,0.0001023,0.0165,0.00002588,0.05858
51861,0.0001023,0.0002,0.00005175,0.08340
2713,0.0001023,0.0279,0.0001035,0.08426
84633,0.0002047,0.0054,0.0001035,0.08340
51866,0.0002047,0.001,0.00007763,0.07195
117405,0.0002047,0.0156,0.0003364,0.1083
2721,0.00005116,0.0151,0.00005175,0.09322
35489,0.0001023,0.0105,0.0001035,0.09322
19107,0.0001535,0.0089,0.00007763,0.08426
68263,0.00005116,0.0058,0.00002588,0.07063
101032,0.0002047,0.0215,0.0005175,0.1026
19114,0.0003581,0.0003,0.0002329,0.07249
117423,0.00005116,0.0224,0.00002588,0.07063
101040,0.0001023,0.0139,0.0001035,0.09322
117426,0.0001023,0.0015,0.00007763,0.08426
133811,0.002661,0.0106,0.002717,0.09322
84660,0.0001535,0.0276,0.0002329,0.09017
35509,0.00005116,0.0004,0.00002588,0.1083
2742,0.0007675,0.0158,0.0007246,0.09322
84661,0.00005116,0.0009,0.00002588,0.1083
101050,0.0001023,0.0031,0.00002588,0.08340
2750,0.00005116,0.006,0.00002588,0.08340
2751,0.0009721,0.0054,0.001423,0.09017
68286,0.0001023,0.0613,0.00005175,0.09322
101055,0.0001023,0.0234,0.0002329,0.08340
35522,0.0002558,0.0429,0.0003623,0.08426
68293,0.0002558,0.007,0.0002588,0.09322
19143,0.00005116,0.0041,0.00002588,0.08876
51919,0.00005116,0.0005,0.00002588,0.09017
35536,0.0002558,0.0216,0.0001035,0.07249
117457,0.00005116,0.0311,0.00007763,0.05858
19154,0.00005116,0.0013,0.00002588,0.07195
2771,0.00005116,0.0001,0.00002588,0.1083
19157,0.0002047,0.037,0.0002588,0.07063
68317,0.0005628,0.0173,0.0005693,0.09322
101085,0.0009721,0.0183,0.0005693,0.08340
35553,0.00005116,0.0004,0.00002588,0.07249
35554,0.00005116,0.0002,0.00007763,0.07249
101091,0.00005116,0.0428,0.00007763,0.08426
84708,0.00005116,0.0008,0.00002588,0.07063
101095,0.00005116,0.0003,0.00002588,0.08426
19178,0.0001023,0.0007,0.0001035,0.07195
133867,0.00005116,0.0005,0.00007763,0.09322
84716,0.005526,0.0178,0.004710,0.07249
68335,0.00005116,0.0012,0.00007763,0.1026
133872,0.0002047,0.0005,0.0001553,0.08340
51952,0.01085,0.0024,0.00007763,0.09322
68338,0.00005116,0.074,0.00002588,0.09322
35572,0.0001535,0.0536,0.0001294,0.09322
117493,0.0004093,0.0146,0.0004917,0.09322
51959,0.00005116,0.0123,0.00002588,0.08876
117497,0.0003070,0.027,0.0004399,0.09322
35578,0.0001023,0.0343,0.0001035,0.05858
19197,0.0004605,0.0212,0.0006728,0.1083
51966,0.001688,0.0133,0.008048,0.09322
84737,0.0001535,0.0189,0.0003364,0.08876
68358,0.0009210,0.0002,0.0004917,0.09322
68359,0.0001023,0.0131,0.00005175,0.07063
35594,0.00005116,0.0294,0.00002588,0.09017
51978,0.0004605,0.0103,0.0001553,0.07249
117516,0.002968,0.0055,0.001630,0.08426
101133,0.0001023,0.0315,0.00007763,0.07249
133901,0.0001535,0.0151,0.0002588,0.08426
133903,0.0001535,0.0314,0.0001294,0.09322
101136,0.0001535,0.0009,0.00007763,0.08340
35601,0.00005116,0.0265,0.00005175,0.1026
2834,0.00005116,0.0433,0.00002588,0.1083
101137,0.00005116,0.0394,0.00002588,0.05858
84752,0.0001023,0.0003,0.00005175,0.07195
51989,0.00005116,0.0018,0.00002588,0.08340
51991,0.005679,0.0127,0.002018,0.1026
101146,0.0002047,0.0033,0.00002588,0.09322
35613,0.002302,0.0008,0.0005952,0.07195
2847,0.001126,0.0018,0.00005175,0.07195
35616,0.0003070,0.0332,0.0001553,0.07565
133919,0.001177,0.0218,0.0002588,0.07565
52004,0.005935,0.0216,0.003131,0.09322
133925,0.001074,0.028,0.001915,0.09322
2855,0.002968,0.0115,0.0004658,0.07249
84777,0.001279,0.0303,0.0005952,0.07195
35630,0.0003581,0.0009,0.0001811,0.05858
68401,0.001637,0.0231,0.001371,0.07249
101171,0.001484,0.0394,0.0002329,0.1083
133941,0.00005116,0.0003,0.00002588,0.07195
84792,0.0003070,0.0064,0.0003623,0.09322
117561,0.001023,0.0203,0.002018,0.09322
133946,0.001228,0.0383,0.0006469,0.1083
68413,0.002558,0.0237,0.002484,0.07249
84806,0.0003581,0.0036,0.0005434,0.1026
68424,0.0001023,0.0099,0.0001553,0.09322
133963,0.0002047,0.0355,0.0002846,0.05858
101200,0.00005116,0.0003,0.00002588,0.08426
68433,0.0001535,0.0163,0.0002070,0.08426
68435,0.0001023,0.0202,0.0001035,0.09017
19285,0.00005116,0.0001,0.00002588,0.09017
52056,0.0001023,0.001,0.00005175,0.09322
84825,0.0003581,0.0574,0.0002588,0.1083
19290,0.0009210,0.023,0.0009833,0.07565
2908,0.00005116,0.0138,0.00007763,0.08340
19293,0.009926,0.0167,0.006107,0.09322
101214,0.001740,0.0282,0.004425,0.1083
52069,0.00005116,0.0001,0.00002588,0.1083
117607,0.00005116,0.0001,0.00007763,0.07249
52075,0.004912,0.0119,0.004813,0.09322
117611,0.0001535,0.0091,0.00007763,0.08426
19310,0.0001535,0.0021,0.0001553,0.07249
84849,0.00005116,0.0003,0.00002588,0.07565
2930,0.00005116,0.0028,0.00002588,0.08340
2931,0.01064,0.0054,0.01237,0.09322
101234,0.00005116,0.0191,0.00002588,0.09017
35705,0.005628,0.0177,0.003726,0.09322
2945,0.00005116,0.0008,0.00002588,0.08426
35714,0.00005116,0.0049,0.00002588,0.07565
84865,0.00005116,0.0076,0.00002588,0.09017
35716,0.0005116,0.0208,0.0005693,0.07249
19334,0.00005116,0.0003,0.00002588,0.05858
68487,0.0007675,0.0436,0.0004399,0.09322
52105,0.0006651,0.0129,0.001164,0.07063
68491,0.0003070,0.0228,0.0001811,0.09017
134027,0.001893,0.0184,0.003726,0.07249
134029,0.00005116,0.0004,0.00002588,0.1026
134030,0.00005116,0.0137,0.00002588,0.09017
35727,0.0001535,0.0026,0.00007763,0.09322
134031,0.0002047,0.0631,0.0001035,0.09322
19343,0.0004093,0.0442,0.0009575,0.07565
52111,0.0001023,0.0187,0.0001553,0.09322
117651,0.00005116,0.0182,0.00002588,0.05858
101270,0.002456,0.0115,0.004658,0.09322
84886,0.003019,0.004,0.001216,0.09322
52119,0.0001023,0.0374,0.0001294,0.05858
19354,0.00005116,0.1037,0.00002588,0.09322
101275,0.0004605,0.0005,0.0002588,0.1026
19356,0.002456,0.0197,0.005227,0.08340
2973,0.00005116,0.0221,0.0001294,0.08426
19362,0.0002558,0.0495,0.00007763,0.07249
84903,0.0001535,0.0088,0.0001811,0.05858
117675,0.0002047,0.0348,0.0002070,0.09322
2988,0.0006140,0.0089,0.0001035,0.09322
19375,0.0006140,0.0314,0.0008022,0.07063
117681,0.0005116,0.0052,0.00007763,0.1026
134067,0.0004093,0.0312,0.0006987,0.09322
68533,0.0004605,0.0131,0.0005434,0.08340
68536,0.00005116,0.0023,0.00002588,0.09017
134076,0.0001023,0.0625,0.00005175,0.09017
68544,0.00005116,0.0003,0.00007763,0.1026
134080,0.0001023,0.0009,0.00002588,0.07565
84930,0.00005116,0.0072,0.00005175,0.09322
35780,0.0001535,0.0031,0.00002588,0.09322
68548,0.001433,0.0002,0.001035,0.09322
19401,0.0001023,0.0025,0.00007763,0.1026
117705,0.00005116,0.0059,0.00002588,0.08426
101324,0.00005116,0.0038,0.00002588,0.09322
84940,0.001023,0.0101,0.0007246,0.09322
68558,0.04835,0.0094,0.03990,0.09322
117708,0.001279,0.0262,0.002381,0.09322
117713,0.0002047,0.0381,0.0002070,0.07249
84948,0.00005116,0.0015,0.00002588,0.07565
3029,0.003633,0.0215,0.003390,0.09322
101334,0.00005116,0.0001,0.00002588,0.09322
3031,0.005423,0.0148,0.001579,0.09322
19414,0.003070,0.0242,0.0007504,0.07565
19416,0.0003070,0.0119,0.0002846,0.05858
117726,0.001433,0.019,0.0008798,0.07063
52192,0.0004605,0.0252,0.0006211,0.07063
101345,0.0001535,0.0338,0.0001553,0.07249
117729,0.00005116,0.0365,0.00002588,0.05858
84962,0.0003581,0.002,0.0001811,0.07249
84963,0.0001023,0.0423,0.0002846,0.08340
84964,0.005526,0.023,0.003933,0.07195
68584,0.00005116,0.0417,0.0001294,0.07063
3051,0.001740,0.0201,0.001009,0.07063
35823,0.0001535,0.051,0.00007763,0.09017
35824,0.00005116,0.0001,0.00002588,0.1026
84975,0.0005116,0.0326,0.0003364,0.1083
68594,0.0002047,0.0446,0.0002329,0.07565
35827,0.00005116,0.0772,0.00007763,0.07249
52208,0.0005628,0.0027,0.0007246,0.09322
35829,0.001074,0.0295,0.0005952,0.07249
35834,0.00005116,0.0029,0.00002588,0.08426
117756,0.0008186,0.0044,0.0001553,0.07195
52221,0.0001023,0.0701,0.00005175,0.09322
52223,0.0001023,0.0099,0.0001035,0.09322
101379,0.001637,0.0182,0.003545,0.09322
3076,0.001330,0.0136,0.0006469,0.07249
52232,0.0002047,0.0208,0.0002588,0.07249
3081,0.0002558,0.0493,0.0001811,0.07063
35849,0.00005116,0.0242,0.00005175,0.1026
19467,0.00005116,0.0179,0.00005175,0.07195
134156,0.002354,0.0194,0.002303,0.09322
52236,0.00005116,0.005,0.00007763,0.1026
68625,0.01223,0.0159,0.01522,0.09322
117779,0.00005116,0.0005,0.00002588,0.07063
117780,0.00005116,0.0135,0.00002588,0.07063
3095,0.00005116,0.0414,0.0001035,0.05858
117793,0.0003070,0.0206,0.0008281,0.07249
35875,0.0002558,0.0195,0.0004140,0.05858
52260,0.0001023,0.0132,0.0001553,0.09322
134181,0.0005628,0.0165,0.001061,0.09322
85030,0.0001535,0.0005,0.00007763,0.07249
134183,0.0001535,0.0338,0.00007763,0.07195
52263,0.004451,0.022,0.001630,0.09322
117799,0.00005116,0.0018,0.0001294,0.1083
101419,0.0008698,0.0206,0.001475,0.08426
52269,0.001484,0.0332,0.001553,0.09322
101423,0.00005116,0.031,0.00007763,0.05858
19503,0.00005116,0.0083,0.00002588,0.07565
134195,0.00005116,0.0004,0.00002588,0.09017
134196,0.00005116,0.0212,0.0002070,0.05858
134197,0.004195,0.0239,0.005046,0.08426
117813,0.00005116,0.0478,0.00007763,0.09017
3127,0.001944,0.0166,0.0006728,0.09322
85049,0.00005116,0.0042,0.00005175,0.09322
19514,0.00005116,0.0259,0.00002588,0.08426
117817,0.00005116,0.0186,0.00007763,0.09017
101437,0.00005116,0.0238,0.00002588,0.1026
19517,0.00005116,0.0004,0.00002588,0.08426
85053,0.0002558,0.0088,0.0002588,0.07063
117822,0.0001023,0.0224,0.0002329,0.1026
68674,0.0001023,0.0385,0.0001553,0.09322
35907,0.0001023,0.0317,0.00005175,0.09322
68676,0.00005116,0.0024,0.00007763,0.08340
134213,0.0001535,0.0248,0.0001035,0.09322
19522,0.001944,0.0356,0.0003105,0.08426
117831,0.0001535,0.0193,0.0004140,0.07063
3146,0.0003070,0.032,0.0001035,0.09322
117834,0.00005116,0.0017,0.00002588,0.07063
19532,0.00005116,0.0461,0.00007763,0.08426
3149,0.00005116,0.0074,0.00002588,0.09322
117840,0.00005116,0.0037,0.00002588,0.07063
35925,0.0009210,0.0173,0.0002588,0.05858
19543,0.00005116,0.0028,0.00005175,0.08876
3163,0.00005116,0.0345,0.00002588,0.07195
101468,0.00005116,0.0365,0.00007763,0.1026
68702,0.0002558,0.035,0.0006728,0.08340
3171,0.00005116,0.006,0.00002588,0.07063
117861,0.0001023,0.0014,0.00007763,0.05858
85095,0.0006651,0.0084,0.0003105,0.09322
19560,0.007419,0.0234,0.004632,0.09322
3177,0.0004605,0.0214,0.0005434,0.08340
3178,0.00005116,0.0028,0.00002588,0.08340
68717,0.0002047,0.0099,0.0001035,0.09322
52334,0.0002558,0.0219,0.0002846,0.09322
85103,0.00005116,0.0562,0.00005175,0.08876
134261,0.00005116,0.0003,0.00007763,0.08340
101499,0.0001023,0.0403,0.00005175,0.09017
117891,0.00005116,0.0005,0.00002588,0.09322
134279,0.003684,0.0482,0.00007763,0.07195
3208,0.0003070,0.0038,0.0001035,0.07195
68744,0.00005116,0.0001,0.00002588,0.09017
85128,0.00005116,0.0263,0.00002588,0.07565
101515,0.0009721,0.0052,0.0006987,0.08426
35983,0.001126,0.0258,0.001139,0.08340
35984,0.0003070,0.0348,0.0001294,0.08876
35985,0.0002047,0.0099,0.0002588,0.09017
3218,0.00005116,0.0017,0.00002588,0.09322
101519,0.0001535,0.005,0.00007763,0.1026
134290,0.0003070,0.0176,0.00005175,0.08426
85135,0.0001023,0.0462,0.00007763,0.07063
117905,0.0002558,0.0049,0.0001035,0.07565
101530,0.0001023,0.0003,0.00005175,0.1026
85148,0.001279,0.0168,0.001190,0.09322
52381,0.00005116,0.0001,0.00002588,0.09017
117918,0.0007675,0.0115,0.0003623,0.07249
68767,0.0008186,0.0008,0.0003105,0.09322
36001,0.0001023,0.0243,0.00005175,0.07195
85155,0.0006140,0.0027,0.0003623,0.07565
3238,0.0002558,0.0147,0.0003623,0.09017
